tm,MVm,PVm
1.050000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
1.060000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
1.070000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.982499999999999818e-01
1.090000000000000000e+02,1.000000000000000000e+00,2.005000000000000671e-01
1.100000000000000000e+02,1.000000000000000000e+00,2.015000000000000679e-01
1.110000000000000000e+02,1.000000000000000000e+00,2.015000000000000679e-01
1.120000000000000000e+02,1.000000000000000000e+00,2.015000000000000679e-01
1.130000000000000000e+02,1.000000000000000000e+00,2.047499999999999321e-01
1.140000000000000000e+02,1.000000000000000000e+00,2.077500000000000457e-01
1.150000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
1.160000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
1.170000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
1.180000000000000000e+02,1.000000000000000000e+00,2.095000000000000751e-01
1.190000000000000000e+02,1.000000000000000000e+00,2.102500000000001035e-01
1.200000000000000000e+02,1.000000000000000000e+00,2.119999999999999107e-01
1.210000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
1.220000000000000000e+02,1.000000000000000000e+00,2.160000000000000253e-01
1.230000000000000000e+02,1.000000000000000000e+00,2.167500000000000537e-01
1.240000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
1.250000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
1.260000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
1.270000000000000000e+02,1.000000000000000000e+00,2.207499999999999463e-01
1.280000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
1.290000000000000000e+02,1.000000000000000000e+00,2.247500000000000608e-01
1.300000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
1.310000000000000000e+02,1.000000000000000000e+00,2.265000000000000624e-01
1.320000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
1.330000000000000000e+02,1.000000000000000000e+00,2.265000000000000624e-01
1.340000000000000000e+02,1.000000000000000000e+00,2.320000000000000395e-01
1.350000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
1.360000000000000000e+02,1.000000000000000000e+00,2.294999999999999818e-01
1.370000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
1.380000000000000000e+02,1.000000000000000000e+00,2.279999999999999249e-01
1.390000000000000000e+02,1.000000000000000000e+00,2.175000000000000822e-01
1.400000000000000000e+02,1.000000000000000000e+00,2.312500000000000111e-01
1.410000000000000000e+02,1.000000000000000000e+00,2.192500000000000837e-01
1.420000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
1.430000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
1.440000000000000000e+02,1.000000000000000000e+00,2.345000000000000695e-01
1.450000000000000000e+02,1.000000000000000000e+00,2.367499999999999605e-01
1.460000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
1.470000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
1.480000000000000000e+02,1.000000000000000000e+00,2.417500000000000482e-01
1.490000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
1.500000000000000000e+02,1.000000000000000000e+00,2.425000000000000766e-01
1.510000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
1.520000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
1.530000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
1.540000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
1.550000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
1.560000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
1.570000000000000000e+02,1.000000000000000000e+00,2.490000000000000269e-01
1.580000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
1.590000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
1.600000000000000000e+02,1.000000000000000000e+00,2.512499999999999178e-01
1.610000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
1.620000000000000000e+02,1.000000000000000000e+00,2.554999999999999494e-01
1.630000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
1.640000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
1.650000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
1.660000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
1.670000000000000000e+02,1.000000000000000000e+00,2.585000000000000631e-01
1.680000000000000000e+02,1.000000000000000000e+00,2.617499999999999827e-01
1.690000000000000000e+02,1.000000000000000000e+00,2.634999999999999565e-01
1.700000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
1.710000000000000000e+02,1.000000000000000000e+00,2.642499999999999849e-01
1.720000000000000000e+02,1.000000000000000000e+00,2.642499999999999849e-01
1.730000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
1.740000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
1.750000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
1.760000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
1.770000000000000000e+02,1.000000000000000000e+00,2.722499999999999920e-01
1.780000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
1.790000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.800000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.810000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.820000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.830000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.840000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.850000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.860000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.870000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.880000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.890000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.900000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.910000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
1.920000000000000000e+02,1.000000000000000000e+00,2.762499999999999400e-01
1.930000000000000000e+02,1.000000000000000000e+00,2.779999999999999138e-01
1.940000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
1.950000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
1.970000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
1.980000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
1.990000000000000000e+02,1.000000000000000000e+00,2.827500000000000568e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.852500000000001146e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.884999999999999787e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.040000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.050000000000000000e+02,1.000000000000000000e+00,2.867499999999999494e-01
2.060000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.070000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.080000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.090000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.925000000000000933e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.210000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.220000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.997500000000000719e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.250000000000000000e+02,1.000000000000000000e+00,3.005000000000001004e-01
2.260000000000000000e+02,1.000000000000000000e+00,3.052500000000000213e-01
2.270000000000000000e+02,1.000000000000000000e+00,3.037499999999999645e-01
2.280000000000000000e+02,1.000000000000000000e+00,3.019999999999999352e-01
2.290000000000000000e+02,1.000000000000000000e+00,3.019999999999999352e-01
2.300000000000000000e+02,1.000000000000000000e+00,3.029999999999999361e-01
2.310000000000000000e+02,1.000000000000000000e+00,3.062500000000000222e-01
2.320000000000000000e+02,1.000000000000000000e+00,3.062500000000000222e-01
2.330000000000000000e+02,1.000000000000000000e+00,3.062500000000000222e-01
2.340000000000000000e+02,1.000000000000000000e+00,3.070000000000000506e-01
2.350000000000000000e+02,1.000000000000000000e+00,3.135000000000000009e-01
2.360000000000000000e+02,1.000000000000000000e+00,3.125000000000000000e-01
2.370000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
2.380000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
2.390000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
2.400000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
2.410000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
2.420000000000000000e+02,1.000000000000000000e+00,3.215000000000000080e-01
2.430000000000000000e+02,1.000000000000000000e+00,3.197499999999999787e-01
2.440000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.450000000000000000e+02,1.000000000000000000e+00,3.207499999999999796e-01
2.460000000000000000e+02,1.000000000000000000e+00,3.189999999999999503e-01
2.470000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.480000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.490000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.500000000000000000e+02,1.000000000000000000e+00,3.237500000000000933e-01
2.510000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.520000000000000000e+02,1.000000000000000000e+00,3.262499999999999289e-01
2.530000000000000000e+02,1.000000000000000000e+00,3.247500000000000386e-01
2.540000000000000000e+02,1.000000000000000000e+00,3.255000000000000671e-01
2.550000000000000000e+02,1.000000000000000000e+00,3.255000000000000671e-01
2.560000000000000000e+02,1.000000000000000000e+00,3.269999999999999574e-01
2.570000000000000000e+02,1.000000000000000000e+00,3.295000000000000151e-01
2.580000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
2.590000000000000000e+02,1.000000000000000000e+00,3.247500000000000386e-01
2.600000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
2.610000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
2.620000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
2.630000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
2.640000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
2.650000000000000000e+02,1.000000000000000000e+00,3.320000000000000173e-01
2.660000000000000000e+02,1.000000000000000000e+00,3.327500000000000457e-01
2.670000000000000000e+02,1.000000000000000000e+00,3.342499999999999361e-01
2.680000000000000000e+02,1.000000000000000000e+00,3.352500000000001035e-01
2.690000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
2.700000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
2.710000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
2.720000000000000000e+02,1.000000000000000000e+00,3.392499999999999960e-01
2.730000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
2.740000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
2.750000000000000000e+02,1.000000000000000000e+00,3.400000000000000244e-01
2.760000000000000000e+02,1.000000000000000000e+00,3.400000000000000244e-01
2.770000000000000000e+02,1.000000000000000000e+00,3.392499999999999960e-01
2.780000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
2.790000000000000000e+02,1.000000000000000000e+00,3.392499999999999960e-01
2.800000000000000000e+02,1.000000000000000000e+00,3.425000000000000822e-01
2.810000000000000000e+02,1.000000000000000000e+00,3.407500000000000528e-01
2.820000000000000000e+02,1.000000000000000000e+00,3.455000000000000293e-01
2.830000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.840000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.850000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.860000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.870000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.880000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.890000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.900000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.910000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.920000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.930000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.940000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.950000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.960000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
2.970000000000000000e+02,1.000000000000000000e+00,3.447500000000000009e-01
2.980000000000000000e+02,1.000000000000000000e+00,3.455000000000000293e-01
2.990000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.000000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.010000000000000000e+02,1.000000000000000000e+00,3.432499999999999440e-01
3.020000000000000000e+02,1.000000000000000000e+00,3.439999999999999725e-01
3.030000000000000000e+02,1.000000000000000000e+00,3.432499999999999440e-01
3.040000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.050000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.060000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.070000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.080000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.090000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.100000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.110000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.120000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.130000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.140000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.150000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.160000000000000000e+02,1.000000000000000000e+00,3.392499999999999960e-01
3.170000000000000000e+02,1.000000000000000000e+00,3.432499999999999440e-01
3.180000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.190000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.200000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.210000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.220000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.230000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.240000000000000000e+02,1.000000000000000000e+00,3.464999999999999747e-01
3.250000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
3.260000000000000000e+02,1.000000000000000000e+00,3.497500000000000608e-01
3.270000000000000000e+02,1.000000000000000000e+00,3.519999999999999796e-01
3.280000000000000000e+02,1.000000000000000000e+00,3.505000000000000893e-01
3.290000000000000000e+02,1.000000000000000000e+00,3.487500000000000600e-01
3.300000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.310000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.320000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.330000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.340000000000000000e+02,1.000000000000000000e+00,3.497500000000000608e-01
3.350000000000000000e+02,1.000000000000000000e+00,3.527500000000000080e-01
3.360000000000000000e+02,1.000000000000000000e+00,3.527500000000000080e-01
3.370000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.380000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.390000000000000000e+02,1.000000000000000000e+00,3.505000000000000893e-01
3.400000000000000000e+02,1.000000000000000000e+00,3.497500000000000608e-01
3.410000000000000000e+02,1.000000000000000000e+00,3.512499999999999512e-01
3.420000000000000000e+02,1.000000000000000000e+00,3.527500000000000080e-01
3.430000000000000000e+02,1.000000000000000000e+00,3.519999999999999796e-01
3.440000000000000000e+02,1.000000000000000000e+00,3.527500000000000080e-01
3.450000000000000000e+02,1.000000000000000000e+00,3.519999999999999796e-01
3.460000000000000000e+02,1.000000000000000000e+00,3.527500000000000080e-01
3.470000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.480000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.490000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.500000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.510000000000000000e+02,1.000000000000000000e+00,3.544999999999999818e-01
3.520000000000000000e+02,1.000000000000000000e+00,3.560000000000000386e-01
3.530000000000000000e+02,1.000000000000000000e+00,3.570000000000000395e-01
3.540000000000000000e+02,1.000000000000000000e+00,3.609999999999999321e-01
3.550000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.560000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.570000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.580000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.590000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.600000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.610000000000000000e+02,1.000000000000000000e+00,3.650000000000000466e-01
3.620000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.630000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.640000000000000000e+02,1.000000000000000000e+00,3.665000000000001035e-01
3.650000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.660000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.670000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.680000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.690000000000000000e+02,1.000000000000000000e+00,3.632500000000000173e-01
3.700000000000000000e+02,1.000000000000000000e+00,3.642500000000000182e-01
3.710000000000000000e+02,1.000000000000000000e+00,3.657500000000000751e-01
3.720000000000000000e+02,1.000000000000000000e+00,3.650000000000000466e-01
3.730000000000000000e+02,1.000000000000000000e+00,3.689999999999999392e-01
3.740000000000000000e+02,1.000000000000000000e+00,3.697499999999999676e-01
3.750000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.760000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.770000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.780000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.790000000000000000e+02,1.000000000000000000e+00,3.657500000000000751e-01
3.800000000000000000e+02,1.000000000000000000e+00,3.642500000000000182e-01
3.810000000000000000e+02,1.000000000000000000e+00,3.657500000000000751e-01
3.820000000000000000e+02,1.000000000000000000e+00,3.657500000000000751e-01
3.830000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.840000000000000000e+02,1.000000000000000000e+00,3.697499999999999676e-01
3.850000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.860000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
3.870000000000000000e+02,1.000000000000000000e+00,3.704999999999999960e-01
